"","Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating","series"
"348","assassin's creed: unity","PC","2014","Action","Ubisoft",0.18,0.33,0,0.04,0.55,70,10,"3",1463,"Ubisoft, Ubisoft Montreal","M","assassin's creed"
"349","assassin's creed ii","PC","2010","Action","Ubisoft",0.01,0.45,0,0.09,0.55,86,22,"6.9",1611,"Ubisoft Montreal","M","assassin's creed"
"350","assassin's creed iii","Wii U","2012","Action","Ubisoft",0.19,0.13,0,0.03,0.35,85,26,"7.1",216,"Ubisoft Quebec","M","assassin's creed"
"351","assassin's creed iv: black flag","Wii U","2013","Action","Ubisoft",0.17,0.09,0,0.03,0.29,86,5,"7.7",207,"Ubisoft","M","assassin's creed"
"352","assassin's creed ii: discovery","Nintendo DS","2009","Action","Ubisoft",0.15,0.11,0,0.03,0.28,69,20,"7.3",22,"Griptonite Games","T","assassin's creed"
"353","assassin's creed syndicate","PC","2015","Action","Ubisoft",0.11,0.09,0,0.02,0.21,74,14,"5.9",544,"Ubisoft Quebec","M","assassin's creed"
"354","assassin's creed the ezio collection","PlayStation 4","2016","Action","Ubisoft",0.04,0.13,0,0.03,0.2,72,32,"7.4",49,"Ubisoft Montreal","M","assassin's creed"
"355","assassin's creed chronicles","PlayStation 4","2016","Action","Ubisoft",0.01,0.05,0.01,0.01,0.09,NA,NA,"6.1",12,"Climax Studios","T","assassin's creed"
"356","assassin's creed: rogue","PC","2015","Action","Ubisoft",0.05,0.02,0,0.01,0.08,74,25,"7.5",362,"Ubisoft","M","assassin's creed"
"357","assassin's creed the ezio collection","Xbox One","2016","Action","Ubisoft",0.03,0.04,0,0.01,0.08,74,13,"7.6",24,"Ubisoft Montreal","M","assassin's creed"
"358","assassin's creed chronicles","PlayStationV","2016","Action","Ubisoft",0.01,0.04,0.01,0.01,0.07,70,6,"8",24,"Climax Studios","T","assassin's creed"
"359","assassin's creed: altair's chronicles","Nintendo DS","2008","Platform","Ubisoft",0.03,0.01,0,0,0.05,58,30,"6.3",30,"Gameloft","T","assassin's creed"
"360","assassin's creed chronicles: china","PlayStation 4","2015","Action","Ubisoft",0,0.03,0,0.01,0.04,69,44,"6.4",83,"Climax Group, Climax Studios","T","assassin's creed"
"361","assassin's creed chronicles","Xbox One","2016","Action","Ubisoft",0,0.01,0,0,0.01,NA,NA,"6.8",8,"Climax Studios","T","assassin's creed"
"362","crash bandicoot 2: cortex strikes back","PlayStation","1997","Platform","Sony Computer Entertainment",3.78,2.17,1.31,0.31,7.58,NA,NA,"",NA,"","","crash bandicoot"
"363","crash bandicoot 3: warped","PlayStation","1998","Platform","Sony Computer Entertainment",3.68,1.75,1.42,0.28,7.13,91,12,"8.9",432,"Naughty Dog","E","crash bandicoot"
"364","crash bandicoot","PlayStation","1996","Platform","Sony Computer Entertainment",3.23,2.35,0.94,0.3,6.82,NA,NA,"",NA,"","","crash bandicoot"
"365","crash bandicoot: the wrath of cortex","PlayStation 2","2001","Platform","Universal Interactive",2.07,2.29,0.24,0.82,5.42,66,22,"7.1",156,"Traveller's Tales","E","crash bandicoot"
"366","crash bandicoot: the huge adventure","Game BoyA","2002","Platform","Universal Interactive",0.95,0.7,0,0.08,1.73,78,18,"7.9",27,"Vicarious Visions","E","crash bandicoot"
"367","crash bandicoot 2: n-tranced","Game BoyA","2003","Platform","Vivendi Games",0.63,0.66,0,0.07,1.36,75,21,"7.8",30,"Vicarious Visions","E","crash bandicoot"
"368","crash bandicoot: the wrath of cortex","Xbox","2002","Platform","Universal Interactive",0.59,0.57,0,0.07,1.23,70,16,"8.1",19,"Traveller's Tales","E","crash bandicoot"
"369","crash bandicoot purple: ripto's rampage","Game BoyA","2004","Platform","Vivendi Games",0.46,0.17,0,0.01,0.64,67,23,"6.6",12,"Vicarious Visions","E","crash bandicoot"
"370","crash bandicoot: the wrath of cortex","GameCube","2002","Platform","Universal Interactive",0.46,0.12,0,0.02,0.59,62,11,"7.3",22,"Traveller's Tales","E","crash bandicoot"
"371","crash superpack: crash bandicoot 2: n-tranced / crash nitro kart","Game BoyA","2005","Misc","Vivendi Games",0.09,0.03,0,0,0.12,NA,NA,"",NA,"","","crash bandicoot"
"372","street fighter ii: the world warrior","Super NES","1992","Fighting","Capcom",2.47,0.83,2.87,0.12,6.3,NA,NA,"",NA,"","","street fighter"
"373","street fighter iv","PlayStation 3","2009","Fighting","Capcom",2.03,1.04,0.58,0.52,4.16,94,61,"7.3",330,"Capcom","T","street fighter"
"374","street fighter ii turbo","Super NES","1992","Fighting","Capcom",1.42,0.51,2.1,0.07,4.1,NA,NA,"",NA,"","","street fighter"
"375","street fighter iv","Xbox One","2009","Fighting","Capcom",1.82,0.7,0.15,0.26,2.94,93,77,"7.3",292,"Capcom","T","street fighter"
"376","super street fighter ii","Super NES","1993","Fighting","Nintendo",0.52,0.16,1.29,0.03,2,NA,NA,"",NA,"","","street fighter"
"377","street fighter ii': special champion edition","Genesis","1992","Fighting","Sega",1,0.3,0.31,0.04,1.66,NA,NA,"",NA,"","","street fighter"
"378","super street fighter iv: 3d edition","3Nintendo DS","2011","Fighting","Capcom",0.55,0.44,0.14,0.09,1.21,85,69,"8.1",206,"Capcom","T","street fighter"
"379","street fighter alpha 3","PlayStation","1998","Fighting","Virgin Interactive",0.38,0.12,0.51,0.02,1.03,93,12,"8.5",46,"Capcom","T","street fighter"
"380","street fighter v","PlayStation 4","2016","Fighting","Capcom",0.4,0.28,0.08,0.14,0.9,77,80,"3.4",1221,"Capcom","T","street fighter"
"381","street fighter alpha 2","PlayStation","1996","Fighting","Virgin Interactive",0.14,0.09,0.57,0.06,0.85,NA,NA,"",NA,"","","street fighter"
"382","street fighter ex3","PlayStation 2","2000","Fighting","Virgin Interactive",0.32,0.25,0.2,0.08,0.85,64,17,"7.9",31,"Arika","T","street fighter"
"383","street fighter x tekken","PlayStation 3","2012","Fighting","Capcom",0.42,0.21,0.1,0.09,0.83,84,51,"5.3",191,"Capcom","T","street fighter"
"384","street fighter alpha: warriors' dreams","PlayStation","1995","Fighting","Virgin Interactive",0.17,0.11,0.43,0.05,0.76,NA,NA,"",NA,"","","street fighter"
"385","street fighter ex plus alpha","PlayStation","1997","Fighting","Virgin Interactive",0.28,0.19,0.23,0.05,0.75,NA,NA,"",NA,"","","street fighter"
"386","street fighter anniversary collection","PlayStation 2","2004","Fighting","Capcom",0.32,0.25,0,0.08,0.66,78,30,"8.7",20,"Capcom","T","street fighter"
"387","street fighter x tekken","Xbox One","2012","Fighting","Capcom",0.31,0.1,0.03,0.04,0.47,83,45,"4.4",177,"Capcom","T","street fighter"
"388","x-men vs. street fighter","PlayStation","1997","Fighting","Capcom",0.16,0.11,0.12,0.03,0.42,NA,NA,"",NA,"","","street fighter"
"389","street fighter alpha: warriors' dreams","SAT","1996","Fighting","Capcom",0,0,0.35,0,0.35,NA,NA,"",NA,"","","street fighter"
"390","street fighter alpha 3 max","PlayStation Portable","2006","Fighting","Capcom",0.27,0.01,0.02,0.03,0.33,80,35,"8",27,"Capcom","T","street fighter"
"391","street fighter alpha 2","SAT","1995","Fighting","Virgin Interactive",0,0,0.32,0,0.32,NA,NA,"",NA,"","","street fighter"
"392","x-men vs. street fighter","SAT","1997","Fighting","Capcom",0,0,0.26,0,0.26,NA,NA,"",NA,"","","street fighter"
"393","marvel super heroes vs. street fighter","PlayStation","1998","Fighting","Virgin Interactive",0.14,0.1,0,0.02,0.26,NA,NA,"",NA,"","","street fighter"
"394","super street fighter ii: turbo revival","Game BoyA","2001","Fighting","Ubisoft",0.18,0.07,0,0,0.25,84,17,"7.4",10,"Capcom","T","street fighter"
"395","street fighter ex2 plus","PlayStation","1998","Fighting","Virgin Interactive",0.13,0.09,0,0.02,0.23,NA,NA,"",NA,"","","street fighter"
"396","street fighter x tekken","PlayStationV","2012","Fighting","Capcom",0.1,0.04,0.01,0.03,0.19,79,25,"7.5",66,"Capcom","T","street fighter"
"397","street fighter: the movie","PlayStation","1995","Fighting","Acclaim Entertainment",0.1,0.07,0,0.01,0.17,NA,NA,"",NA,"","","street fighter"
"398","street fighter alpha 2","Super NES","1996","Fighting","Nintendo",0,0,0.17,0,0.17,NA,NA,"",NA,"","","street fighter"
"399","street fighter anniversary collection","Xbox","2004","Fighting","Capcom",0.11,0.03,0,0.01,0.15,79,33,"6.4",9,"Capcom","T","street fighter"
"400","street fighter alpha 3","Game BoyA","2002","Fighting","Capcom",0.11,0.04,0,0,0.15,83,17,"7.8",10,"Crawfish Interactive","T","street fighter"
"401","super street fighter ii","Genesis","1993","Fighting","Capcom",0,0,0.15,0,0.15,NA,NA,"",NA,"","","street fighter"
"402","street fighter iv","PC","N/A","Fighting","Capcom",0.07,0.05,0,0.02,0.13,91,23,"8",352,"Capcom","T","street fighter"
"403","street fighter collection","SAT","1996","Fighting","Capcom",0,0,0.11,0,0.11,NA,NA,"",NA,"","","street fighter"
"404","ultra street fighter iv","PlayStation 4","2015","Fighting","Capcom",0,0.08,0,0.01,0.1,71,28,"5.9",94,"Other Ocean Interactive","T","street fighter"
"405","street fighter collection","PlayStation","1997","Fighting","Capcom",0,0,0.09,0.01,0.1,NA,NA,"",NA,"","","street fighter"
"406","street fighter ii': special champion edition (jp weekly sales)","Genesis","1993","Action","Capcom",0,0,0.07,0,0.07,NA,NA,"",NA,"","","street fighter"
"407","street fighter v","PC","2016","Fighting","Capcom",0,0.05,0,0,0.06,74,33,"2.9",431,"Capcom","T","street fighter"
"408","street fighter x tekken","PC","2012","Fighting","Capcom",0,0.02,0,0,0.02,79,8,"6.4",134,"Capcom, QLOC","T","street fighter"
"409","mega man 2","NES","1988","Action","Capcom",0.93,0.15,0.42,0.01,1.51,NA,NA,"",NA,"","","mega man"
"410","mega man battle network 4: red sun / blue moon","Game BoyA","2003","Role-Playing","Capcom",0.31,0.04,0.96,0.01,1.32,NA,NA,"",NA,"","","mega man"
"411","mega man battle network 3 blue / white version","Game BoyA","2002","Role-Playing","Capcom",0.39,0.02,0.85,0.03,1.29,NA,NA,"",NA,"","","mega man"
"412","mega man 3","NES","1990","Platform","Capcom",0.68,0.1,0.39,0,1.17,NA,NA,"",NA,"","","mega man"
"413","mega man x","Super NES","1993","Platform","Capcom",0.57,0.08,0.5,0.01,1.16,NA,NA,"",NA,"","","mega man"
"414","mega man x4","PlayStation","1996","Action","Virgin Interactive",0.45,0.3,0.22,0.07,1.04,NA,NA,"",NA,"","","mega man"
"415","mega man star force dragon / leo / pegasus","Nintendo DS","2006","Action","Capcom",0.39,0,0.53,0.03,0.95,NA,NA,"",NA,"","","mega man"
"416","mega man 4","NES","1991","Platform","Capcom",0.51,0.09,0.32,0.01,0.93,NA,NA,"",NA,"","","mega man"
"417","mega man 8 anniversary collector's edition","PlayStation","1996","Platform","Capcom",0.44,0.3,0.09,0.06,0.88,NA,NA,"",NA,"","","mega man"
"418","mega man legends","PlayStation","1997","Adventure","Capcom",0.39,0.26,0.12,0.05,0.83,NA,NA,"",NA,"","","mega man"
"419","mega man","NES","1987","Platform","Capcom",0.45,0.08,0.27,0.01,0.81,NA,NA,"",NA,"","","mega man"
"420","mega man 5","NES","1992","Platform","Capcom",0.39,0.07,0.32,0.01,0.79,NA,NA,"",NA,"","","mega man"
"421","mega man battle network 6: cybeast falzar / gregar","Game BoyA","2005","Role-Playing","Capcom",0.09,0.03,0.62,0.02,0.76,NA,NA,"",NA,"","","mega man"
"422","mega man x5","PlayStation","2000","Platform","Capcom",0.3,0.21,0.2,0.05,0.75,76,10,"8.9",55,"Capcom","E","mega man"
"423","mega man anniversary collection","PlayStation 2","2004","Platform","Capcom",0.29,0.22,0,0.08,0.59,81,26,"9",20,"Atomic Planet Entertainment","E","mega man"
"424","mega man x7","PlayStation 2","2003","Action","Capcom",0.22,0.17,0.14,0.06,0.58,58,30,"5.1",38,"Valuewave Co.,Ltd.","E","mega man"
"425","mega man star force 2: zerker x ninja / saurian","Nintendo DS","2007","Action","Capcom",0.24,0,0.31,0.02,0.57,NA,NA,"",NA,"","","mega man"
"426","mega man x2","Super NES","1993","Platform","Laguna",0.09,0.02,0.45,0,0.56,NA,NA,"",NA,"","","mega man"
"427","mega man zero","Game BoyA","2002","Platform","Capcom",0.22,0.08,0.24,0.01,0.55,82,17,"8.9",31,"Inti","E","mega man"
"428","mega man 6","NES","1993","Platform","Capcom",0.28,0.07,0.16,0.01,0.52,NA,NA,"",NA,"","","mega man"
"429","mega man star force 3: black ace / red joker","Nintendo DS","2008","Action","Capcom",0.22,0,0.22,0.02,0.46,NA,NA,"",NA,"","","mega man"
"430","mega man zero 2","Game BoyA","2003","Platform","Capcom",0.18,0.07,0.17,0.01,0.43,81,17,"8.6",18,"Inti","E","mega man"
"431","mega man battle network","Game BoyA","2001","Role-Playing","Capcom",0.14,0.05,0.22,0.01,0.42,79,10,"8.9",24,"Capcom","E","mega man"
"432","mega man anniversary collection","GameCube","2004","Platform","Capcom",0.32,0.08,0,0.01,0.42,81,32,"8.8",17,"Atomic Planet Entertainment","E","mega man"
"433","mega man x6","PlayStation","2001","Action","Capcom",0.14,0.1,0.16,0.03,0.42,65,14,"6.8",44,"Capcom","E","mega man"
"434","mega man legends 2","PlayStation","2000","Adventure","Capcom",0.17,0.12,0.1,0.03,0.42,76,10,"8.8",29,"Capcom","E","mega man"
"435","mega man x3","Super NES","1995","Action","Laguna",0.04,0.01,0.3,0,0.35,NA,NA,"",NA,"","","mega man"
"436","mega man zx advent","Nintendo DS","2007","Platform","Capcom",0.22,0,0.09,0.02,0.33,78,27,"8.6",32,"Inti Creates","E10+","mega man"
"437","mega man maverick hunter x","PlayStation Portable","2005","Platform","Capcom",0.27,0.01,0,0.03,0.31,79,34,"8.3",44,"Capcom","E10+","mega man"
"438","mega man battle network 2","Game BoyA","2002","Action","Ubisoft",0.22,0.08,0,0.01,0.31,81,15,"9",21,"Capcom","E","mega man"
"439","mega man zero collection","Nintendo DS","2010","Platform","Capcom",0.17,0.01,0.11,0.02,0.31,78,15,"8.9",39,"Inti, Inti Creates","E","mega man"
"440","mega man x8","PlayStation 2","2004","Platform","Capcom",0.14,0.11,0,0.04,0.29,68,23,"8.5",63,"Valuewave Co.,Ltd.","E","mega man"
"441","mega man: dr. wily's revenge","Game Boy","1991","Platform","Nintendo",0,0,0.28,0,0.28,NA,NA,"",NA,"","","mega man"
"442","mega man ii","Game Boy","1991","Platform","Nintendo",0,0,0.28,0,0.28,NA,NA,"",NA,"","","mega man"
"443","mega man zx","Nintendo DS","2006","Platform","Capcom",0.16,0,0.1,0.02,0.28,76,37,"8.3",32,"Inti Creates","E","mega man"
"444","mega man 7","Super NES","1995","Platform","Laguna",0.03,0.01,0.23,0.01,0.28,NA,NA,"",NA,"","","mega man"
"445","mega man x collection","PlayStation 2","N/A","Misc","Unknown",0.12,0.09,0,0.03,0.24,73,23,"8.8",14,"Capcom","E","mega man"
"446","mega man & bass","Game BoyA","2002","Platform","Capcom",0.16,0.06,0,0,0.23,NA,NA,"",NA,"","","mega man"
"447","mega man battle network 5: team colonel / protoman","Game BoyA","2004","Role-Playing","Capcom",0.16,0.06,0,0,0.23,NA,NA,"",NA,"","","mega man"
"448","mega man zero 3","Game BoyA","2004","Platform","Capcom",0.16,0.06,0,0,0.22,77,21,"9",22,"Inti","E","mega man"
"449","mega man 64","Nintendo 64","2000","Action","Capcom",0.14,0.03,0.05,0,0.22,NA,NA,"",NA,"","","mega man"
"450","mega man legacy collection","3Nintendo DS","2016","Platform","Capcom",0.14,0,0.05,0.02,0.21,77,27,"7.1",26,"Digital Eclipse","E","mega man"
"451","mega man soccer","Super NES","1993","Sports","Capcom",0.04,0.01,0.13,0,0.18,NA,NA,"",NA,"","","mega man"
"452","mega man x: command mission","PlayStation 2","2004","Role-Playing","Capcom",0.09,0.07,0,0.02,0.18,69,27,"7.1",18,"Valuewave Co.,Ltd.","E","mega man"
"453","mega man network transmission","GameCube","2003","Platform","Capcom",0.13,0.03,0,0,0.17,65,28,"7.6",13,"Arika","E","mega man"
"454","mega man powered up","PlayStation Portable","2006","Platform","Capcom",0.12,0.01,0,0.02,0.14,82,28,"7.5",36,"Capcom","E","mega man"
"455","mega man anniversary collection","Xbox","2005","Platform","Capcom",0.1,0.03,0,0,0.13,80,12,"9.2",5,"Atomic Planet Entertainment","E","mega man"
"456","mega man x collection","GameCube","2006","Misc","Capcom",0.1,0.03,0,0,0.13,75,23,"9.2",12,"Capcom","E","mega man"
"457","mega man x: command mission","GameCube","2004","Role-Playing","Capcom",0.1,0.02,0,0,0.12,67,21,"7.3",12,"Capcom","E","mega man"
"458","mega man battle chip challenge","Game BoyA","2003","Misc","Capcom",0.08,0.03,0,0,0.11,54,25,"8.3",8,"Capcom","E","mega man"
"459","mega man zero 4","Game BoyA","2005","Platform","Capcom",0.08,0.03,0,0,0.11,77,17,"9.1",21,"Inti","E","mega man"
"460","mega man battle network 5: double team ds (jp sales)","Nintendo DS","2005","Role-Playing","Nintendo",0,0,0.11,0,0.11,NA,NA,"",NA,"","","mega man"
"461","mega man legacy collection","PlayStation 4","2016","Platform","Capcom",0.07,0,0,0.02,0.08,77,22,"6.1",55,"Digital Eclipse","E","mega man"
"462","mega man battle network: operation shooting star","Nintendo DS","N/A","Role-Playing","Capcom",0,0,0.07,0,0.07,NA,NA,"",NA,"","","mega man"
"463","mega man xtreme","Game Boy","2000","Platform","Capcom",0,0,0.07,0,0.07,NA,NA,"",NA,"","","mega man"
"464","mega man xtreme 2","Game Boy","2001","Platform","Capcom",0,0,0.07,0,0.07,NA,NA,"",NA,"","","mega man"
"465","mega man x4","SAT","1997","Action","Capcom",0,0,0.07,0,0.07,NA,NA,"",NA,"","","mega man"
"466","mega man: battle & chase","PlayStation","1997","Racing","Capcom",0,0,0.06,0,0.07,NA,NA,"",NA,"","","mega man"
"467","mega man battle network 5: double team ds (us sales)","Nintendo DS","2005","Role-Playing","Nintendo",0.06,0,0,0,0.06,NA,NA,"",NA,"","","mega man"
"468","mega man 8 anniversary collector's edition","SAT","1997","Platform","Capcom",0,0,0.06,0,0.06,NA,NA,"",NA,"","","mega man"
"469","donkey kong country","Super NES","1994","Platform","Nintendo",4.36,1.71,3,0.23,9.3,NA,NA,"",NA,"","","donkey kong country"
"470","donkey kong country returns","Wii","2010","Platform","Nintendo",3.17,1.79,1.03,0.46,6.44,87,77,"8.6",368,"Retro Studios","E","donkey kong country"
"471","donkey kong country 2: diddy's kong quest","Super NES","1995","Platform","Nintendo",2.1,0.74,2.2,0.11,5.15,NA,NA,"",NA,"","","donkey kong country"
"472","donkey kong country 3: dixie kong's double trouble!","Super NES","1996","Platform","Nintendo",1.17,0.5,1.75,0.08,3.51,NA,NA,"",NA,"","","donkey kong country"
"473","donkey kong country","Game Boy","2000","Platform","Nintendo",1.04,0.72,0.3,0.13,2.19,NA,NA,"",NA,"","","donkey kong country"
"474","donkey kong country","Game BoyA","2003","Platform","Nintendo",1.2,0.48,0.29,0.07,2.04,78,26,"8.9",53,"Rare Ltd.","E","donkey kong country"
"475","donkey kong country returns","3Nintendo DS","2013","Platform","Nintendo",0.74,0.62,0.41,0.13,1.89,NA,NA,"",NA,"","","donkey kong country"
"476","donkey kong country: tropical freeze","Wii U","2014","Platform","Nintendo",0.7,0.55,0.16,0.12,1.52,83,77,"8.9",712,"Retro Studios","E","donkey kong country"
"477","donkey kong country 2","Game BoyA","2004","Platform","Nintendo",0.79,0.27,0.12,0.04,1.23,80,22,"9.1",37,"Rare Ltd.","E","donkey kong country"
"478","donkey kong country 3","Game BoyA","2005","Platform","Nintendo",0.45,0.17,0.14,0.01,0.77,77,16,"8.4",27,"Rare Ltd.","E","donkey kong country"
"479","tomb raider ii","PlayStation","1997","Action","Eidos Interactive",2.3,2.46,0.2,0.28,5.24,85,13,"",NA,"Core Design Ltd.","T","tomb raider"
"480","tomb raider","PlayStation","1996","Action","Eidos Interactive",2.29,1.97,0.13,0.24,4.63,91,13,"8.6",147,"Core Design Ltd.","T","tomb raider"
"481","tomb raider iii: adventures of lara croft","PlayStation","1997","Action","Eidos Interactive",1.66,1.58,0.12,0.18,3.54,NA,NA,"",NA,"","","tomb raider"
"482","tomb raider: the last revelation","PlayStation","1998","Action","Eidos Interactive",1.15,1.14,0.06,0.13,2.48,NA,NA,"",NA,"","","tomb raider"
"483","tomb raider (2013)","PlayStation 3","2013","Action","Square Enix",0.6,1.26,0.08,0.48,2.42,NA,NA,"",NA,"","","tomb raider"
"484","tomb raider ii","PC","1997","Action","Eidos Interactive",0.91,1.25,0,0.13,2.29,NA,NA,"8.3",37,"Core Design Ltd.","","tomb raider"
"485","tomb raider (2013)","Xbox One","2013","Action","Square Enix",0.86,0.84,0.01,0.17,1.89,NA,NA,"",NA,"","","tomb raider"
"486","tomb raider (2013)","PlayStation 4","2014","Action","Square Enix",0.47,0.65,0.06,0.22,1.4,NA,NA,"",NA,"","","tomb raider"
"487","rise of the tomb raider","Xbox One","2015","Adventure","Square Enix",0.55,0.7,0.02,0.11,1.38,86,102,"8",1288,"Crystal Dynamics","M","tomb raider"
"488","tomb raider: underworld","PlayStation 3","2008","Action","Eidos Interactive",0.45,0.55,0.05,0.22,1.26,75,42,"7.2",166,"Nixxes Software","T","tomb raider"
"489","lara croft tomb raider: the angel of darkness","PlayStation 2","2003","Action","Eidos Interactive",0.61,0.48,0,0.16,1.25,52,37,"6.2",106,"Core Design Ltd.","T","tomb raider"
"490","tomb raider: underworld","Xbox One","2008","Action","Eidos Interactive",0.53,0.42,0.01,0.11,1.07,76,57,"6.6",198,"Crystal Dynamics","T","tomb raider"
"491","tomb raider","PC","1996","Action","Eidos Interactive",0.96,0.07,0,0,1.03,86,18,"8.5",3552,"Crystal Dynamics, Nixxes Software","M","tomb raider"
"492","rise of the tomb raider","PlayStation 4","2016","Adventure","Square Enix",0.23,0.53,0.04,0.14,0.94,NA,NA,"",NA,"","","tomb raider"
"493","the tomb raider trilogy","PlayStation 3","2011","Action","Square Enix",0.27,0.46,0,0.15,0.88,78,37,"8.1",60,"Crystal Dynamics","T","tomb raider"
"494","tomb raider: anniversary","Wii","2007","Action","Eidos Interactive",0.12,0.62,0,0.11,0.85,73,22,"7.3",25,"Crystal Dynamics","T","tomb raider"
"495","tomb raider iii: adventures of lara croft","PC","1998","Action","Eidos Interactive",0.59,0.03,0,0,0.62,NA,NA,"8.2",29,"Core Design Ltd.","T","tomb raider"
"496","tomb raider (2013)","Xbox One","2014","Action","Square Enix",0.35,0.21,0,0.05,0.61,NA,NA,"",NA,"","","tomb raider"
"497","tomb raider chronicles","PlayStation","1999","Action","Eidos Interactive",0.34,0.23,0,0.04,0.61,NA,NA,"",NA,"","","tomb raider"
"498","tomb raider: anniversary","PlayStation Portable","2007","Action","Eidos Interactive",0.21,0.22,0,0.13,0.57,78,32,"8.2",28,"Crystal Dynamics","T","tomb raider"
"499","tomb raider: legend","PlayStation 2","2006","Action","Eidos Interactive",0.25,0.19,0.02,0.06,0.52,82,43,"7.1",96,"Crystal Dynamics","T","tomb raider"
"500","tomb raider: anniversary","PlayStation 2","2007","Action","Eidos Interactive",0.41,0.02,0,0.07,0.5,NA,NA,"8.2",29,"Crystal Dynamics","T","tomb raider"
"501","tomb raider: legend","PlayStation Portable","2006","Action","Eidos Interactive",0.09,0.24,0,0.12,0.46,67,28,"7.9",30,"Buzz Monkey","T","tomb raider"
"502","tomb raider: underworld","Wii","2008","Action","Eidos Interactive",0.13,0.27,0,0.05,0.45,70,12,"7.2",20,"Crystal Dynamics","T","tomb raider"
"503","tomb raider: the last revelation","PC","1998","Action","Eidos Interactive",0.41,0,0,0,0.41,NA,NA,"8.6",50,"Core Design Ltd.","T","tomb raider"
"504","tomb raider: anniversary","Xbox One","2007","Action","Eidos Interactive",0.12,0.22,0,0.05,0.39,77,33,"8.3",39,"Crystal Dynamics","T","tomb raider"
"505","tomb raider: legend","Xbox One","2006","Action","Eidos Interactive",0.27,0.07,0.01,0.03,0.37,80,54,"7.3",84,"Crystal Dynamics","T","tomb raider"
"506","tomb raider (2013)","PC","N/A","Action","Square Enix",0.06,0.25,0,0.04,0.35,86,18,"8.5",3552,"Crystal Dynamics, Nixxes Software","M","tomb raider"
"507","rise of the tomb raider","Xbox One","2015","Adventure","Square Enix",0.18,0.11,0,0.03,0.32,NA,NA,"7.5",178,"Nixxes Software","M","tomb raider"
"508","tomb raider: underworld (others sales)","PlayStation 2","2009","Adventure","Eidos Interactive",0,0.21,0,0.04,0.26,NA,NA,"",NA,"","","tomb raider"
"509","tomb raider: underworld","Nintendo DS","2008","Action","Eidos Interactive",0.15,0.02,0,0.01,0.19,70,9,"8.4",10,"Santa Cruz Games","T","tomb raider"
"510","tomb raider: underworld","PlayStation 2","2009","Action","Eidos Interactive",0.09,0.04,0,0.05,0.18,NA,NA,"5.8",30,"Crystal Dynamics","T","tomb raider"
"511","tomb raider: the prophecy","Game BoyA","2002","Action","Ubisoft",0.1,0.04,0,0,0.14,66,20,"8.8",13,"Ubisoft Milan","T","tomb raider"
"512","tomb raider: legend","Xbox","2006","Action","Eidos Interactive",0.1,0.03,0,0,0.13,82,40,"7.2",13,"Crystal Dynamics","T","tomb raider"
"513","rise of the tomb raider","PC","2016","Adventure","Square Enix",0,0.11,0,0.01,0.12,86,45,"7.9",915,"Crystal Dynamics, Nixxes Software","M","tomb raider"
"514","tomb raider: legend","GameCube","2006","Action","Eidos Interactive",0.06,0.02,0,0,0.08,78,6,"7.8",8,"Crystal Dynamics","T","tomb raider"
"515","tomb raider: underworld","PC","2008","Action","Eidos Interactive",0,0.06,0,0.01,0.08,80,20,"7.7",272,"Nixxes Software","T","tomb raider"
"516","tomb raider: legend","Nintendo DS","2006","Action","Eidos Interactive",0.04,0.02,0,0.01,0.07,58,15,"8",7,"Human Soft","T","tomb raider"
"517","tomb raider: anniversary","PC","2007","Action","Eidos Interactive",0,0.03,0,0.01,0.03,83,26,"8.1",242,"Nixxes Software","T","tomb raider"
"518","tomb raider: legend","PC","2006","Action","Eidos Interactive",0,0.01,0,0,0.02,82,31,"7.9",244,"Nixxes Software","T","tomb raider"
"519","call of duty: modern warfare 3","Xbox One","2011","Shooter","Activision",9.04,4.24,0.13,1.32,14.73,88,81,"3.4",8713,"Infinity Ward, Sledgehammer Games","M","call of duty"
"520","call of duty: black ops 3","PlayStation 4","2015","Shooter","Activision",6.03,5.86,0.36,2.38,14.63,NA,NA,"",NA,"","","call of duty"
"521","call of duty: black ops","Xbox One","2010","Shooter","Activision",9.7,3.68,0.11,1.13,14.61,87,89,"6.3",1454,"Treyarch","M","call of duty"
"522","call of duty: black ops ii","PlayStation 3","2012","Shooter","Activision",4.99,5.73,0.65,2.42,13.79,83,21,"5.3",922,"Treyarch","M","call of duty"
"523","call of duty: black ops ii","Xbox One","2012","Shooter","Activision",8.25,4.24,0.07,1.12,13.67,83,73,"4.8",2256,"Treyarch","M","call of duty"
"524","call of duty: modern warfare 2","Xbox One","2009","Shooter","Activision",8.52,3.59,0.08,1.28,13.47,94,100,"6.3",2698,"Infinity Ward","M","call of duty"
"525","call of duty: modern warfare 3","PlayStation 3","2011","Shooter","Activision",5.54,5.73,0.49,1.57,13.32,88,39,"3.2",5234,"Infinity Ward, Sledgehammer Games","M","call of duty"
"526","call of duty: black ops","PlayStation 3","2010","Shooter","Activision",5.99,4.37,0.48,1.79,12.63,88,58,"6.4",1094,"Treyarch","M","call of duty"
"527","call of duty: modern warfare 2","PlayStation 3","2009","Shooter","Activision",4.99,3.64,0.38,1.6,10.6,94,67,"6.3",2073,"Infinity Ward","M","call of duty"
